"","FID","SUM_Length","DOXY_MN","PPROD_MN","SST_MEAN","Join_Count","Latitude","Longitude","BINOMIAL","LEGEND","WDPA_PID","NAME","DESIG","DESIG_TYPE","IUCN_CAT","GIS_AREA","label"
"1151",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Plectropomus areolatus","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1152",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Epinephelus polyphekadion","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1153",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Epinephelus bruneus","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1154",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Nemipterus virgatus","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1155",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Oxymonacanthus longirostris","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1156",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Coilia mystus","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1157",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Coilia nasus","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1158",289,2305.880436,231.94982,0.03133,18.6225,22,23.37409625,118.4796001,"Coilia nasus","Extant (resident)","101779","Penghu County Wang-an Island Green Turtle Nesting Refuge","???????","National","IV",7.575327688,"NORTH PACIFIC OCEAN"
"1159",290,0,277.38266,0.00433,10.55875,1,-47.97738914,118.0000115,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"1160",291,0,211.9525,7e-04,24.51562,2,-23.97738914,106.0000115,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"1161",291,0,211.9525,7e-04,24.51562,2,-23.97738914,106.0000115,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"1162",292,364.2898184,233.01456,0.00259,20.87374,6,-35.91559755,178.0206217,"Gobiomorphus hubbsi","Extant (resident)","478052","Tectonic Reach","Benthic Protection Area","National","VI",13671.76788,"SOUTH PACIFIC OCEAN"
"1163",292,364.2898184,233.01456,0.00259,20.87374,6,-35.91559755,178.0206217,"Cheimarrichthys fosteri","Probably Extant (resident)","478052","Tectonic Reach","Benthic Protection Area","National","VI",13671.76788,"SOUTH PACIFIC OCEAN"
"1164",292,364.2898184,233.01456,0.00259,20.87374,6,-35.91559755,178.0206217,"Galaxias argenteus","Extant (resident)","478052","Tectonic Reach","Benthic Protection Area","National","VI",13671.76788,"SOUTH PACIFIC OCEAN"
"1165",292,364.2898184,233.01456,0.00259,20.87374,6,-35.91559755,178.0206217,"Makaira nigricans","Extant (resident)","478052","Tectonic Reach","Benthic Protection Area","National","VI",13671.76788,"SOUTH PACIFIC OCEAN"
"1166",292,364.2898184,233.01456,0.00259,20.87374,6,-35.91559755,178.0206217,"Thunnus maccoyii","Extant (resident)","478052","Tectonic Reach","Benthic Protection Area","National","VI",13671.76788,"SOUTH PACIFIC OCEAN"
"1167",292,364.2898184,233.01456,0.00259,20.87374,6,-35.91559755,178.0206217,"Mola mola","Extant (resident)","478052","Tectonic Reach","Benthic Protection Area","National","VI",13671.76788,"SOUTH PACIFIC OCEAN"
"1168",293,0,327.67416,0.00237,0.19875,0,-63.97738914,-141.9999885," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"1169",294,287.7238307,381.59032,0.00106,-1.79,0,72.23558135,-149.9911755," "," "," "," "," "," "," ",0,"ARCTIC OCEAN"
"1170",295,0,202.88398,0.01128,26.62125,1,-3.977389136,-161.9999885,"Makaira nigricans","Extant (resident)","400011","Pacific Remote Islands","Marine National Monument","National","V",1277784.472,"SOUTH PACIFIC OCEAN"
"1171",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Lutjanus cyanopterus","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1172",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Lutjanus cyanopterus","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1173",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Alosa aestivalis","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1174",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Alosa aestivalis","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1175",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Kajikia albida","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1176",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Tautoga onitis","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1177",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Thunnus thynnus","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1178",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Acipenser brevirostrum","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1179",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Acipenser brevirostrum","Extinct","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1180",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Acipenser brevirostrum","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1181",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Lopholatilus chamaeleonticeps","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1182",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Hippocampus erectus","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1183",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Hyporthodus niveatus","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1184",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Balistes capriscus","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1185",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Mola mola","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1186",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Pomatomus saltatrix","Extant (resident)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1187",296,1590.130023,271.5365,0.05139,0,17,38.61868254,-76.42160832,"Anguilla rostrata","Extant (non-breeding)","13023","Blackwater","National Wildlife Refuge","National","IV",307.7556188,"NORTH ATLANTIC OCEAN"
"1188",297,0,198.0122,0.00196,28.19312,1,0.022610864,66.00001146,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"1189",298,0,251.13938,0.0066,16.61999,1,-39.97738914,82.00001146,"Thunnus maccoyii","Extant (resident)","345888_F","Réserve Naturelle Nationale des Terres australes françaises (Périmètre de protection de la )","Réserve Naturelle Nationale","National","VI",989240.0666,"INDIAN OCEAN"
"1190",299,0,328.37034,0.00222,0.21062,0,-79.97738914,-173.9999885," "," ","555624810_A","Ross Sea Region Marine Protected Area","Marine Protected Area (CCAMLR)","Regional","Not Reported",1521512.674,"SOUTHERN OCEAN"
"1191",300,0,213.83538,0.00394,25.08125,3,-31.97738914,42.00001146,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"1192",300,0,213.83538,0.00394,25.08125,3,-31.97738914,42.00001146,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"1193",300,0,213.83538,0.00394,25.08125,3,-31.97738914,42.00001146,"Mola mola","Extant (resident)"," "," "," "," "," ",0,"INDIAN OCEAN"
"1194",301,0,346.27052,0.01869,0.02714,0,60.02261086,178," "," "," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"1195",302,0,233.55664,0.00495,19.43125,1,-23.97738914,-81.99998854,"Pseudocaranx chilensis","Extant (resident)","555624169","Nazca-Desventuradas","Parque Marino","National","Ia",300585.0901,"SOUTH PACIFIC OCEAN"
"1196",303,184.7972075,202.08122,0.00116,27.86312,4,-19.97753078,-138.000174,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"1197",303,184.7972075,202.08122,0.00116,27.86312,4,-19.97753078,-138.000174,"Bolbometopon muricatum","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"1198",303,184.7972075,202.08122,0.00116,27.86312,4,-19.97753078,-138.000174,"Mola mola","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"1199",303,184.7972075,202.08122,0.00116,27.86312,4,-19.97753078,-138.000174,"Epinephelus polyphekadion","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"1200",304,0,253.969,0.00684,13.82062,3,44.02261086,-21.99998854,"Makaira nigricans","Extant (resident)","555512236","Antialtair Seamount High Seas MPA","Marine Protected Area (OSPAR)","Regional","Not Reported",2807.513256,"NORTH ATLANTIC OCEAN"
"1201",304,0,253.969,0.00684,13.82062,3,44.02261086,-21.99998854,"Kajikia albida","Extant (resident)","555512236","Antialtair Seamount High Seas MPA","Marine Protected Area (OSPAR)","Regional","Not Reported",2807.513256,"NORTH ATLANTIC OCEAN"
"1202",304,0,253.969,0.00684,13.82062,3,44.02261086,-21.99998854,"Thunnus thynnus","Extant (resident)","555512236","Antialtair Seamount High Seas MPA","Marine Protected Area (OSPAR)","Regional","Not Reported",2807.513256,"NORTH ATLANTIC OCEAN"
"1203",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Makaira nigricans","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1204",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Hippocampus trimaculatus","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1205",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Bolbometopon muricatum","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1206",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Ecsenius tigris","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1207",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Hippocampus kelloggi","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1208",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Mola mola","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1209",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Plectropomus areolatus","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1210",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Epinephelus fuscoguttatus","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1211",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Epinephelus polyphekadion","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1212",305,701.1625366,202.82762,0.00206,28.97312,10,-15.74140829,146.6226982,"Oxymonacanthus longirostris","Extant (resident)","306048","Annan River","Fish Habitat Area (A)","National","VI",8.752905588,"SOUTH PACIFIC OCEAN"
"1213",306,0,342.61548,0.00218,2.74062,0,-55.97738914,70.00001146," "," "," "," "," "," "," ",0,"INDIAN OCEAN"
"1214",307,11.61301173,206.38638,0.00079,26.20312,4,20.02262634,165.999998,"Makaira nigricans","Extant (resident)","400011","Pacific Remote Islands","Marine National Monument","National","V",1277784.472,"NORTH PACIFIC OCEAN"
"1215",307,11.61301173,206.38638,0.00079,26.20312,4,20.02262634,165.999998,"Bolbometopon muricatum","Extant (resident)","400011","Pacific Remote Islands","Marine National Monument","National","V",1277784.472,"NORTH PACIFIC OCEAN"
"1216",307,11.61301173,206.38638,0.00079,26.20312,4,20.02262634,165.999998,"Mola mola","Extant (resident)","400011","Pacific Remote Islands","Marine National Monument","National","V",1277784.472,"NORTH PACIFIC OCEAN"
"1217",307,11.61301173,206.38638,0.00079,26.20312,4,20.02262634,165.999998,"Epinephelus polyphekadion","Extant (resident)","400011","Pacific Remote Islands","Marine National Monument","National","V",1277784.472,"NORTH PACIFIC OCEAN"
"1218",308,0,347.45752,0.00225,-0.0475,0,-63.97738914,62.00001146," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"1219",309,0,322.75382,0.00268,4.26437,0,-59.97738914,158.0000115," "," ","354086_B","Macquarie Island","Commonwealth Marine Reserve","National","IV",104492.635,"SOUTHERN OCEAN"
"1220",310,0,288.1741,0.00381,8.80562,1,-47.97738914,2.000011459,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"SOUTH ATLANTIC OCEAN"
"1221",311,0,200.36686,0.00305,28.63937,1,4.022610864,178,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"1222",312,0,246.15846,0.00153,17.01375,1,-39.97738914,-121.9999885,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"1223",313,48.88524542,269.61878,0.23663,0,0,22.31486146,87.95601879," "," "," "," "," "," "," ",0,"INDIAN OCEAN"
"1224",314,0,204.44716,0.009,27.42562,1,0.022610864,-153.9999885,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"1225",315,1170.116106,359.8478,0.00203,-0.57125,0,52.65101389,-79.41359521," "," ","67849","Southern James Bay (Moose River & Hannah Bay)","Ramsar Site, Wetland of International Importance","International","Not Reported",232.356573,"NORTH ATLANTIC OCEAN"
"1226",316,0,202.45312,0.00113,25.90625,1,16.02261086,134.0000115,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"1227",317,0,339.608,0.00302,0.04,0,-63.97738914,-149.9999885," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"1228",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Lutjanus cyanopterus","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1229",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Lutjanus cyanopterus","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1230",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Sciades parkeri","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1231",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Rhomboplites aurorubens","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1232",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Megalops atlanticus","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1233",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Kajikia albida","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1234",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Thunnus thynnus","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1235",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Hippocampus erectus","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1236",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Epinephelus morio","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1237",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Balistes capriscus","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1238",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Mola mola","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1239",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Pomatomus saltatrix","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1240",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Lachnolaimus maximus","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1241",318,769.1119619,203.08036,0.00406,27.70437,14,4.188582753,-49.73916727,"Epinephelus itajara","Extant (resident)","555587039","Île du Grand Connétable","Specially Protected Area (Cartagena Convention)","Regional","Not Reported",78.6993311,"NORTH ATLANTIC OCEAN"
"1242",319,278.9168845,358.56328,0.00105,-1.12687,0,57.47582773,-89.77008474," "," ","555516058_A","Kaskatamagan Wildlife Management Area","Wildlife Management Area","National","II",2510.764387,"NORTH ATLANTIC OCEAN"
"1243",320,0,242.85846,0.00048,17.76125,1,28.02261086,-129.9999885,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"1244",321,12.79434536,206.26712,0.00054,25.81062,6,-19.97736824,-30.00001281,"Scartella poiti","Extant (resident)","555635929","Monumento Natural Das Ilhas de Trinidade, Martim Vaz e Do Monte Columbia","Monumento Natural","National","III",67993.25296,"SOUTH ATLANTIC OCEAN"
"1245",321,12.79434536,206.26712,0.00054,25.81062,6,-19.97736824,-30.00001281,"Makaira nigricans","Extant (resident)","555635929","Monumento Natural Das Ilhas de Trinidade, Martim Vaz e Do Monte Columbia","Monumento Natural","National","III",67993.25296,"SOUTH ATLANTIC OCEAN"
"1246",321,12.79434536,206.26712,0.00054,25.81062,6,-19.97736824,-30.00001281,"Kajikia albida","Extant (resident)","555635929","Monumento Natural Das Ilhas de Trinidade, Martim Vaz e Do Monte Columbia","Monumento Natural","National","III",67993.25296,"SOUTH ATLANTIC OCEAN"
"1247",321,12.79434536,206.26712,0.00054,25.81062,6,-19.97736824,-30.00001281,"Mycteroperca interstitialis","Extant (resident)","555635929","Monumento Natural Das Ilhas de Trinidade, Martim Vaz e Do Monte Columbia","Monumento Natural","National","III",67993.25296,"SOUTH ATLANTIC OCEAN"
"1248",321,12.79434536,206.26712,0.00054,25.81062,6,-19.97736824,-30.00001281,"Balistes capriscus","Extant (resident)","555635929","Monumento Natural Das Ilhas de Trinidade, Martim Vaz e Do Monte Columbia","Monumento Natural","National","III",67993.25296,"SOUTH ATLANTIC OCEAN"
"1249",321,12.79434536,206.26712,0.00054,25.81062,6,-19.97736824,-30.00001281,"Mola mola","Extant (resident)","555635929","Monumento Natural Das Ilhas de Trinidade, Martim Vaz e Do Monte Columbia","Monumento Natural","National","III",67993.25296,"SOUTH ATLANTIC OCEAN"
"1250",322,0,233.47364,0.00094,19.65312,2,-35.97738914,-165.9999885,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"1251",322,0,233.47364,0.00094,19.65312,2,-35.97738914,-165.9999885,"Thunnus maccoyii","Extant (resident)"," "," "," "," "," ",0,"SOUTH PACIFIC OCEAN"
"1252",323,0,319.669,0.00148,-0.64312,0,-67.97738914,10.00001146," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"1253",324,0,210.61672,7e-04,24.81312,4,-27.97738914,-37.99998854,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"SOUTH ATLANTIC OCEAN"
"1254",324,0,210.61672,7e-04,24.81312,4,-27.97738914,-37.99998854,"Kajikia albida","Extant (resident)"," "," "," "," "," ",0,"SOUTH ATLANTIC OCEAN"
"1255",324,0,210.61672,7e-04,24.81312,4,-27.97738914,-37.99998854,"Hippocampus erectus","Extant (resident)"," "," "," "," "," ",0,"SOUTH ATLANTIC OCEAN"
"1256",324,0,210.61672,7e-04,24.81312,4,-27.97738914,-37.99998854,"Mola mola","Extant (resident)"," "," "," "," "," ",0,"SOUTH ATLANTIC OCEAN"
"1257",325,0,208.62992,0.0019,24.34625,1,20.02261086,134.0000115,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"1258",326,0,259.17898,0.00823,12.5,3,40.02261086,-45.99998854,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"1259",326,0,259.17898,0.00823,12.5,3,40.02261086,-45.99998854,"Kajikia albida","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"1260",326,0,259.17898,0.00823,12.5,3,40.02261086,-45.99998854,"Thunnus thynnus","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"1261",327,0,247.79962,0.00693,15.36937,3,40.02261086,-21.99998854,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"1262",327,0,247.79962,0.00693,15.36937,3,40.02261086,-21.99998854,"Kajikia albida","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"1263",327,0,247.79962,0.00693,15.36937,3,40.02261086,-21.99998854,"Thunnus thynnus","Extant (resident)"," "," "," "," "," ",0,"NORTH ATLANTIC OCEAN"
"1264",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Albula glossodonta","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1265",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Makaira nigricans","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1266",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Hippocampus trimaculatus","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1267",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Bolbometopon muricatum","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1268",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Hippocampus histrix","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1269",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Mola mola","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1270",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Epinephelus fuscoguttatus","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1271",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Epinephelus polyphekadion","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1272",328,69.57972927,198.4163,0.00084,28.80437,9,8.02189791,137.9999465,"Oxymonacanthus longirostris","Extant (resident)","555583364","Rumung","Marine Conservation Area","National","V",2.880459022,"NORTH PACIFIC OCEAN"
"1273",329,392.2471979,362.55452,0.00138,-1.09124,0,69.59732624,61.67486564," "," ","62454","Vajgachskiy","Zakaznik","National","IV",3351.423836,"ARCTIC OCEAN"
"1274",330,0,308.9819,0.00274,6.25,0,-59.97738914,-105.9999885," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"1275",331,0,366.30516,0.00197,-1.74562,0,76.02261086,38.00001146," "," "," "," "," "," "," ",0,"ARCTIC OCEAN"
"1276",332,0,332.33154,0.00189,0.26062,0,-67.97738914,-125.9999885," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"1277",333,94.49224723,314.73652,0.00138,-1.22375,0,-71.95946241,-22.01193019," "," "," "," "," "," "," ",0,"SOUTHERN OCEAN"
"1278",334,0,280.44748,0.0052,8.81875,0,40.02261086,-153.9999885," "," "," "," "," "," "," ",0,"NORTH PACIFIC OCEAN"
"1279",335,0,213.87078,0.00021,24.45562,2,-27.97738914,-25.99998854,"Makaira nigricans","Extant (resident)"," "," "," "," "," ",0,"SOUTH ATLANTIC OCEAN"
"1280",335,0,213.87078,0.00021,24.45562,2,-27.97738914,-25.99998854,"Kajikia albida","Extant (resident)"," "," "," "," "," ",0,"SOUTH ATLANTIC OCEAN"
"1281",336,175.6190207,214.6833,0.02726,21.19923,5,-8.031710615,-82.04904949,"Bathygobius lineatus","Extant (resident)","55544090","Sistema de Islas, Islotes y Puntas Guaneras","Reserva Nacional","National","VI",1416.704483,"SOUTH PACIFIC OCEAN"
